Rating Star,Title,Body,Star only,Body with star
1.0 out of 5 stars,Not what you expect,It was heavy duty.,1 stars,1 stars. Not what you expect. It was heavy duty.
1.0 out of 5 stars,Don’t bother.,As loud as my phone. Epic fail.,1 stars,1 stars. Don’t bother.. As loud as my phone. Epic fail.
1.0 out of 5 stars,Horrible microphone,"All my callers said it sounds like I am in a tin bucket. Very poor quality. Avoid, at all costs",1 stars,"1 stars. Horrible microphone. All my callers said it sounds like I am in a tin bucket. Very poor quality. Avoid, at all costs"
1.0 out of 5 stars,Missing a part. Would have been nice but was not functional without missing part.,The device was missing a part when it arrived. Returned.,1 stars,1 stars. Missing a part. Would have been nice but was not functional without missing part.. The device was missing a part when it arrived. Returned.
1.0 out of 5 stars,Bad,Didn't work,1 stars,1 stars. Bad. Didn't work
1.0 out of 5 stars,Caller couldn’t hear me.,I called my sister with it and she couldn’t hear me so I returned the same day.,1 stars,1 stars. Caller couldn’t hear me.. I called my sister with it and she couldn’t hear me so I returned the same day.
1.0 out of 5 stars,Gift,gift can't rate,1 stars,1 stars. Gift. gift can't rate
1.0 out of 5 stars,broke 2nd day connection fell out,sad make things so cheap,1 stars,1 stars. broke 2nd day connection fell out. sad make things so cheap
1.0 out of 5 stars,Stopped working,My device completely stop working. I was switching my Bluetooth off to go to my regular phone speaker and it just stopped working and the light on it stays on. I tried to turn it off but it won't shut off nor connect to my phone's Bluetooth anymore. If anyone can help please help. Because I have no idea of what happened. Never had this problem before.,1 stars,1 stars. Stopped working. My device completely stop working. I was switching my Bluetooth off to go to my regular phone speaker and it just stopped working and the light on it stays on. I tried to turn it off but it won't shut off nor connect to my phone's Bluetooth anymore. If anyone can help please help. Because I have no idea of what happened. Never had this problem before.
1.0 out of 5 stars,Didn’t charge,"I bought this to listen to podcasts and music. It comes in but doesn’t charge. The volume is very low. Somehow my phone is louder than this.

Def not worth it. I don’t get how it had 6,000 reviews.",1 stars,"1 stars. Didn’t charge. I bought this to listen to podcasts and music. It comes in but doesn’t charge. The volume is very low. Somehow my phone is louder than this.

Def not worth it. I don’t get how it had 6,000 reviews."
1.0 out of 5 stars,Empty box,I received an empty box with only a charging cable.,1 stars,1 stars. Empty box. I received an empty box with only a charging cable.
1.0 out of 5 stars,Chinese Spy Device,"My wife got me this speaker as a gift based on Amazon's recommendation.
I accidentally left it outside and it got rained on. I took the thing apart to dry it out and discovered a microphone on the circuit board.
Since this Bluetooth device that connects to your smartphone has no (obvious) functionality that requires a microphone, the only reason for it is to listen to you without your knowledge. I removed the microphone and it still ""works"" despite having been full of water, but I'm not going to use it because I have no idea who it's communicating with through my phone and what it's communicating to ""them"".

I'm about to take apart everything that I own now.",1 stars,"1 stars. Chinese Spy Device. My wife got me this speaker as a gift based on Amazon's recommendation.
I accidentally left it outside and it got rained on. I took the thing apart to dry it out and discovered a microphone on the circuit board.
Since this Bluetooth device that connects to your smartphone has no (obvious) functionality that requires a microphone, the only reason for it is to listen to you without your knowledge. I removed the microphone and it still ""works"" despite having been full of water, but I'm not going to use it because I have no idea who it's communicating with through my phone and what it's communicating to ""them"".

I'm about to take apart everything that I own now."
1.0 out of 5 stars,Received as a gift. Dead out of the box,My 11 year old son bought this for me as a birthday gift. He was so excited to give it to me. We charged it over night and when I went to use it the unit would not power on. The only time it works is when it is plugged into a power source. We’re returning it to Amazon and more than likely getting a different brand. Really too bad.,1 stars,1 stars. Received as a gift. Dead out of the box. My 11 year old son bought this for me as a birthday gift. He was so excited to give it to me. We charged it over night and when I went to use it the unit would not power on. The only time it works is when it is plugged into a power source. We’re returning it to Amazon and more than likely getting a different brand. Really too bad.
1.0 out of 5 stars,Horrible,"Im beyond late on this reviewmy kids brought it back to my attention so I thought I'd let it be know while I was shopping online todayao I actually tossed it in the kids toy box , would at least like half my money back please, did not connect at all and even tried on multiple devices after being fully charged, and wasn't any use if sending it back just for you guys to gyp someone else out their money 😠😠",1 stars,"1 stars. Horrible. Im beyond late on this reviewmy kids brought it back to my attention so I thought I'd let it be know while I was shopping online todayao I actually tossed it in the kids toy box , would at least like half my money back please, did not connect at all and even tried on multiple devices after being fully charged, and wasn't any use if sending it back just for you guys to gyp someone else out their money 😠😠"
1.0 out of 5 stars,Defective audio issue,"I got this as a Christmas gift. I'm hard of hearing, so I was happy to get it.

The device was 80% charged, so we tried it right away.

Receive-side audio was fine. Clear. Music replay quality was fair to medium, most Bluetooth speakers are better, but it was usable for podcasts, not great for music. No tone settings, but they're built into my phone.

The caller (transmit) side audio was simply horrible. In a word, unbearable. Choppy, breaking apart with every other word. Keep in mind we were testing it inside with a strong Wifi6 mesh network that we use daily.

Defective, unusable, so disappointing. I was looking forward to making Christmas calls with this. Instead, I had to pack it up for return shipment.

I'm a retired ISO 9000 certified Quality Auditor. There's definitely some quality issues with this product that the mfgr needs to fix.",1 stars,"1 stars. Defective audio issue. I got this as a Christmas gift. I'm hard of hearing, so I was happy to get it.

The device was 80% charged, so we tried it right away.

Receive-side audio was fine. Clear. Music replay quality was fair to medium, most Bluetooth speakers are better, but it was usable for podcasts, not great for music. No tone settings, but they're built into my phone.

The caller (transmit) side audio was simply horrible. In a word, unbearable. Choppy, breaking apart with every other word. Keep in mind we were testing it inside with a strong Wifi6 mesh network that we use daily.

Defective, unusable, so disappointing. I was looking forward to making Christmas calls with this. Instead, I had to pack it up for return shipment.

I'm a retired ISO 9000 certified Quality Auditor. There's definitely some quality issues with this product that the mfgr needs to fix."
1.0 out of 5 stars,Will not charge, I thought this was super cool until it wouldn’t charge,1 stars,1 stars. Will not charge.  I thought this was super cool until it wouldn’t charge
